numFriends,numFollowers,followerFriendRatio,timesListed,hasUrlCheck,verifiedUser,numTweets,bioCheck,locationCheck,existingLocationCheck,wotTrustValue,mediaContent,accountAge,profileImgCheck,headerImgCheck,tweetRatio,Indegree,Harmonic,alexaCountryRank,alexaDeltaRank,alexaPopularity,alexaReachRank,class,event
194,23,0.1185567,0,FALSE,FALSE,103,TRUE,TRUE,TRUE,0,0,1402420630,FALSE,TRUE,0.24819843,0,0,0,0,0,0,fake,ColumbianChemicals
213,5,0.02347418,0,FALSE,FALSE,85,TRUE,TRUE,TRUE,0,0,1401466555,FALSE,FALSE,0.19951507,0,0,0,0,0,0,fake,ColumbianChemicals
270,94,0.34814814,0,FALSE,FALSE,82,TRUE,TRUE,TRUE,0,0,1383990508,FALSE,FALSE,0.13051048,0,0,0,0,0,0,fake,ColumbianChemicals
229,27,0.11790393,0,FALSE,FALSE,76,TRUE,TRUE,TRUE,0,0,1399728014,FALSE,TRUE,0.17034443,0,0,0,0,0,0,fake,ColumbianChemicals
201,21,0.104477614,0,FALSE,FALSE,35,TRUE,TRUE,TRUE,0,0,1401745647,FALSE,TRUE,0.08278095,0,0,0,0,0,0,fake,ColumbianChemicals
237,115,0.48523206,0,FALSE,FALSE,112,TRUE,TRUE,TRUE,0,0,1385104687,FALSE,TRUE,0.18199359,0,0,0,0,0,0,fake,ColumbianChemicals
235,65,0.27659574,0,FALSE,FALSE,92,TRUE,TRUE,TRUE,0,0,1387970753,FALSE,TRUE,0.15801202,0,0,0,0,0,0,fake,ColumbianChemicals
271,32,0.11808118,0,FALSE,FALSE,101,TRUE,TRUE,TRUE,0,0,1403204373,FALSE,TRUE,0.24881801,0,0,0,0,0,0,fake,ColumbianChemicals
212,77,0.36320755,0,FALSE,FALSE,87,TRUE,TRUE,TRUE,0,0,1387957841,FALSE,TRUE,0.14938608,0,0,0,0,0,0,fake,ColumbianChemicals
250,104,0.416,0,FALSE,FALSE,84,TRUE,TRUE,TRUE,0,0,1375716899,FALSE,TRUE,0.116012305,0,0,0,0,0,0,fake,ColumbianChemicals
185,87,0.47027028,0,FALSE,FALSE,127,TRUE,TRUE,FALSE,0,0,1384299900,FALSE,TRUE,0.2032908,0,0,0,0,0,0,fake,ColumbianChemicals
244,130,0.5327869,0,FALSE,FALSE,59,TRUE,TRUE,TRUE,0,0,1375701287,FALSE,TRUE,0.08146451,0,0,0,0,0,0,fake,ColumbianChemicals
224,83,0.3705357,0,FALSE,FALSE,77,TRUE,TRUE,FALSE,0,0,1399658065,FALSE,TRUE,0.17227328,0,0,0,0,0,0,fake,ColumbianChemicals
201,90,0.4477612,0,FALSE,FALSE,59,TRUE,TRUE,TRUE,0,0,1384100124,FALSE,TRUE,0.094093926,0,0,0,0,0,0,fake,ColumbianChemicals
215,28,0.13023256,0,FALSE,FALSE,116,TRUE,TRUE,TRUE,0,0,1402924795,FALSE,TRUE,0.28351128,0,0,0,0,0,0,fake,ColumbianChemicals
211,81,0.38388625,0,FALSE,FALSE,82,TRUE,TRUE,TRUE,0,0,1387452687,FALSE,TRUE,0.13940123,0,0,0,0,0,0,fake,ColumbianChemicals
271,32,0.11808118,0,FALSE,FALSE,99,TRUE,TRUE,TRUE,0,0,1403204373,FALSE,TRUE,0.24389106,0,0,0,0,0,0,fake,ColumbianChemicals
253,103,0.40711462,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1388421300,FALSE,TRUE,0.12304615,0,0,0,0,0,0,fake,ColumbianChemicals
221,120,0.54298645,0,FALSE,FALSE,76,TRUE,TRUE,TRUE,0,0,1377694339,FALSE,TRUE,0.108389676,0,0,0,0,0,0,fake,ColumbianChemicals
209,108,0.5167464,0,FALSE,FALSE,60,TRUE,TRUE,TRUE,0,0,1387646772,FALSE,FALSE,0.10239194,0,0,0,0,0,0,fake,ColumbianChemicals
180,14,0.07777778,0,FALSE,FALSE,105,TRUE,TRUE,FALSE,0,0,1409198496,FALSE,TRUE,0.31199643,0,0,0,0,0,0,fake,ColumbianChemicals
194,23,0.1185567,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1402420630,FALSE,TRUE,0.17108855,0,0,0,0,0,0,fake,ColumbianChemicals
204,20,0.09803922,0,FALSE,FALSE,58,TRUE,TRUE,TRUE,0,0,1403208343,FALSE,TRUE,0.14290194,0,0,0,0,0,0,fake,ColumbianChemicals
211,81,0.38388625,0,FALSE,FALSE,84,TRUE,TRUE,TRUE,0,0,1387452687,FALSE,TRUE,0.14280133,0,0,0,0,0,0,fake,ColumbianChemicals
215,28,0.13023256,0,FALSE,FALSE,121,TRUE,TRUE,TRUE,0,0,1402924795,FALSE,TRUE,0.2957318,0,0,0,0,0,0,fake,ColumbianChemicals
218,125,0.5733945,0,FALSE,FALSE,46,TRUE,TRUE,TRUE,0,0,1375706935,FALSE,TRUE,0.063520476,0,0,0,0,0,0,fake,ColumbianChemicals
244,130,0.5327869,0,FALSE,FALSE,51,TRUE,TRUE,TRUE,0,0,1375701287,FALSE,TRUE,0.07041852,0,0,0,0,0,0,fake,ColumbianChemicals
231,95,0.41125542,0,FALSE,FALSE,112,TRUE,TRUE,TRUE,0,0,1386350019,FALSE,TRUE,0.18635853,0,0,0,0,0,0,fake,ColumbianChemicals
235,65,0.27659574,0,FALSE,FALSE,100,TRUE,TRUE,TRUE,0,0,1387970753,FALSE,TRUE,0.1717524,0,0,0,0,0,0,fake,ColumbianChemicals
204,74,0.3627451,0,FALSE,FALSE,93,TRUE,TRUE,TRUE,0,0,1377716469,FALSE,TRUE,0.13268326,0,0,0,0,0,0,fake,ColumbianChemicals
6,0,0,0,FALSE,FALSE,21,TRUE,TRUE,TRUE,0,0,1403509909,FALSE,TRUE,0.05218919,0,0,0,0,0,0,fake,ColumbianChemicals
182,8,0.043956045,0,FALSE,FALSE,83,TRUE,TRUE,FALSE,0,0,1403074100,FALSE,TRUE,0.20371784,0,0,0,0,0,0,fake,ColumbianChemicals
271,32,0.11808118,0,FALSE,FALSE,86,TRUE,TRUE,TRUE,0,0,1403204373,FALSE,TRUE,0.21186523,0,0,0,0,0,0,fake,ColumbianChemicals
216,31,0.14351852,0,FALSE,FALSE,76,TRUE,TRUE,TRUE,0,0,1409255215,FALSE,TRUE,0.22626762,0,0,0,0,0,0,fake,ColumbianChemicals
160,13,0.08125,0,FALSE,FALSE,78,TRUE,TRUE,TRUE,0,0,1409256109,FALSE,TRUE,0.23222935,0,0,0,0,0,0,fake,ColumbianChemicals
302,119,0.39403972,0,FALSE,FALSE,54,TRUE,TRUE,TRUE,0,0,1387349619,FALSE,TRUE,0.09161518,0,0,0,0,0,0,fake,ColumbianChemicals
221,120,0.54298645,0,FALSE,FALSE,111,TRUE,TRUE,TRUE,0,0,1377694339,FALSE,TRUE,0.15830618,0,0,0,0,0,0,fake,ColumbianChemicals
160,13,0.08125,0,FALSE,FALSE,83,TRUE,TRUE,TRUE,0,0,1409256109,FALSE,TRUE,0.24711607,0,0,0,0,0,0,fake,ColumbianChemicals
234,93,0.3974359,0,FALSE,FALSE,47,TRUE,TRUE,TRUE,0,0,1375698772,FALSE,TRUE,0.064892955,0,0,0,0,0,0,fake,ColumbianChemicals
207,106,0.5120773,0,FALSE,FALSE,59,TRUE,TRUE,FALSE,0,0,1375710526,FALSE,TRUE,0.08147668,0,0,0,0,0,0,fake,ColumbianChemicals
208,94,0.45192307,0,FALSE,FALSE,74,TRUE,TRUE,TRUE,0,0,1387592174,FALSE,TRUE,0.1261476,0,0,0,0,0,0,fake,ColumbianChemicals
195,23,0.11794872,0,FALSE,FALSE,88,TRUE,TRUE,FALSE,0,0,1400392375,FALSE,TRUE,0.20070066,0,0,0,0,0,0,fake,ColumbianChemicals
201,90,0.4477612,0,FALSE,FALSE,100,TRUE,TRUE,TRUE,0,0,1384100124,FALSE,TRUE,0.15948157,0,0,0,0,0,0,fake,ColumbianChemicals
204,20,0.09803922,0,FALSE,FALSE,62,TRUE,TRUE,TRUE,0,0,1403208343,FALSE,TRUE,0.15275766,0,0,0,0,0,0,fake,ColumbianChemicals
226,25,0.11061947,1,FALSE,FALSE,67,TRUE,TRUE,TRUE,0,0,1400178031,FALSE,TRUE,0.15194654,0,0,0,0,0,0,fake,ColumbianChemicals
276,653,2.365942,1,TRUE,FALSE,684,TRUE,TRUE,TRUE,53,0,1254962772,FALSE,TRUE,0.32238677,11461,11461,0,0,0,0,fake,ColumbianChemicals
231,95,0.41125542,0,FALSE,FALSE,102,TRUE,TRUE,TRUE,0,0,1386350019,FALSE,TRUE,0.1697201,0,0,0,0,0,0,fake,ColumbianChemicals
314,110,0.35031846,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1387826353,FALSE,TRUE,0.121595725,0,0,0,0,0,0,fake,ColumbianChemicals
226,25,0.11061947,1,FALSE,FALSE,68,TRUE,TRUE,TRUE,0,0,1400178031,FALSE,TRUE,0.154215,0,0,0,0,0,0,fake,ColumbianChemicals
204,20,0.09803922,0,FALSE,FALSE,72,TRUE,TRUE,TRUE,0,0,1403208343,FALSE,TRUE,0.17739682,0,0,0,0,0,0,fake,ColumbianChemicals
306,119,0.3888889,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1375687557,FALSE,TRUE,0.09801251,0,0,0,0,0,0,fake,ColumbianChemicals
6,0,0,0,FALSE,FALSE,4,TRUE,TRUE,TRUE,0,0,1403094618,FALSE,TRUE,0.009823522,0,0,0,0,0,0,fake,ColumbianChemicals
212,46,0.21698113,0,FALSE,FALSE,72,TRUE,TRUE,TRUE,0,0,1401447144,FALSE,TRUE,0.1689134,0,0,0,0,0,0,fake,ColumbianChemicals
213,11,0.051643193,0,FALSE,FALSE,68,TRUE,TRUE,TRUE,0,0,1402038218,FALSE,TRUE,0.16213144,0,0,0,0,0,0,fake,ColumbianChemicals
314,110,0.35031846,0,FALSE,FALSE,76,TRUE,TRUE,TRUE,0,0,1387826353,FALSE,TRUE,0.13015884,0,0,0,0,0,0,fake,ColumbianChemicals
221,120,0.54298645,0,FALSE,FALSE,72,TRUE,TRUE,TRUE,0,0,1377694339,FALSE,TRUE,0.10268542,0,0,0,0,0,0,fake,ColumbianChemicals
211,73,0.34597155,0,FALSE,FALSE,101,TRUE,TRUE,TRUE,0,0,1381319731,FALSE,TRUE,0.1532137,0,0,0,0,0,0,fake,ColumbianChemicals
208,94,0.45192307,0,FALSE,FALSE,76,TRUE,TRUE,TRUE,0,0,1387592174,FALSE,TRUE,0.12955746,0,0,0,0,0,0,fake,ColumbianChemicals
302,119,0.39403972,0,FALSE,FALSE,62,TRUE,TRUE,TRUE,0,0,1387349619,FALSE,TRUE,0.10518821,0,0,0,0,0,0,fake,ColumbianChemicals
231,22,0.0952381,0,FALSE,FALSE,70,TRUE,TRUE,TRUE,0,0,1402306918,FALSE,TRUE,0.16814688,0,0,0,0,0,0,fake,ColumbianChemicals
185,87,0.47027028,0,FALSE,FALSE,107,TRUE,TRUE,FALSE,0,0,1384299900,FALSE,TRUE,0.1712775,0,0,0,0,0,0,fake,ColumbianChemicals
176,27,0.1534091,0,FALSE,FALSE,95,TRUE,TRUE,FALSE,0,0,1402090820,FALSE,TRUE,0.22683653,0,0,0,0,0,0,fake,ColumbianChemicals
193,19,0.098445594,0,FALSE,FALSE,70,TRUE,TRUE,TRUE,0,0,1408358894,FALSE,FALSE,0.2021622,0,0,0,0,0,0,fake,ColumbianChemicals
216,31,0.14351852,0,FALSE,FALSE,75,TRUE,TRUE,TRUE,0,0,1409255215,FALSE,TRUE,0.22329237,0,0,0,0,0,0,fake,ColumbianChemicals
286,118,0.4125874,0,FALSE,FALSE,250,TRUE,TRUE,TRUE,0,0,1381944442,FALSE,TRUE,0.3834477,0,0,0,0,0,0,fake,ColumbianChemicals
212,46,0.21698113,0,FALSE,FALSE,75,TRUE,TRUE,TRUE,0,0,1401447144,FALSE,TRUE,0.17595159,0,0,0,0,0,0,fake,ColumbianChemicals
219,25,0.11415525,0,FALSE,FALSE,62,TRUE,TRUE,TRUE,0,0,1399375897,FALSE,TRUE,0.1377085,0,0,0,0,0,0,fake,ColumbianChemicals
171,27,0.15789473,0,FALSE,FALSE,72,TRUE,TRUE,TRUE,0,0,1403006003,FALSE,TRUE,0.17637925,0,0,0,0,0,0,fake,ColumbianChemicals
212,11,0.051886793,0,FALSE,FALSE,76,TRUE,TRUE,FALSE,0,0,1400582263,FALSE,TRUE,0.17420655,0,0,0,0,0,0,fake,ColumbianChemicals
171,27,0.15789473,0,FALSE,FALSE,73,TRUE,TRUE,TRUE,0,0,1403006003,FALSE,TRUE,0.178829,0,0,0,0,0,0,fake,ColumbianChemicals
183,16,0.08743169,0,FALSE,FALSE,72,TRUE,TRUE,TRUE,0,0,1408949430,FALSE,TRUE,0.21212567,0,0,0,0,0,0,fake,ColumbianChemicals
193,19,0.098445594,0,FALSE,FALSE,88,TRUE,TRUE,TRUE,0,0,1408358894,FALSE,FALSE,0.25414702,0,0,0,0,0,0,fake,ColumbianChemicals
314,110,0.35031846,0,FALSE,FALSE,145,TRUE,TRUE,TRUE,0,0,1387826353,FALSE,TRUE,0.2483296,0,0,0,0,0,0,fake,ColumbianChemicals
222,14,0.06306306,0,FALSE,FALSE,62,TRUE,TRUE,TRUE,0,0,1403065865,FALSE,TRUE,0.15214048,0,0,0,0,0,0,fake,ColumbianChemicals
271,32,0.11808118,0,FALSE,FALSE,90,TRUE,TRUE,TRUE,0,0,1403204373,FALSE,TRUE,0.22172129,0,0,0,0,0,0,fake,ColumbianChemicals
195,23,0.11794872,0,FALSE,FALSE,89,TRUE,TRUE,FALSE,0,0,1400392375,FALSE,TRUE,0.20298259,0,0,0,0,0,0,fake,ColumbianChemicals
208,94,0.45192307,0,FALSE,FALSE,59,TRUE,TRUE,TRUE,0,0,1387592174,FALSE,TRUE,0.100577615,0,0,0,0,0,0,fake,ColumbianChemicals
223,71,0.31838566,0,FALSE,FALSE,70,TRUE,TRUE,TRUE,0,0,1384474622,FALSE,TRUE,0.11241469,0,0,0,0,0,0,fake,ColumbianChemicals
196,15,0.07653061,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1408232011,FALSE,TRUE,0.20418456,0,0,0,0,0,0,fake,ColumbianChemicals
212,11,0.051886793,0,FALSE,FALSE,72,TRUE,TRUE,FALSE,0,0,1400582263,FALSE,TRUE,0.16503792,0,0,0,0,0,0,fake,ColumbianChemicals
214,8,0.037383176,0,FALSE,FALSE,98,TRUE,TRUE,FALSE,0,0,1402222557,FALSE,TRUE,0.23485518,0,0,0,0,0,0,fake,ColumbianChemicals
213,13,0.061032865,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1402038218,FALSE,TRUE,0.16928463,0,0,0,0,0,0,fake,ColumbianChemicals
218,125,0.5733945,0,FALSE,FALSE,70,TRUE,TRUE,TRUE,0,0,1375706935,FALSE,TRUE,0.09666209,0,0,0,0,0,0,fake,ColumbianChemicals
213,12,0.056338027,0,FALSE,FALSE,72,TRUE,TRUE,TRUE,0,0,1401395317,FALSE,TRUE,0.16867638,0,0,0,0,0,0,fake,ColumbianChemicals
214,8,0.037383176,0,FALSE,FALSE,100,TRUE,TRUE,FALSE,0,0,1402222557,FALSE,TRUE,0.2396482,0,0,0,0,0,0,fake,ColumbianChemicals
230,79,0.34347826,0,FALSE,FALSE,62,TRUE,TRUE,TRUE,0,0,1387544488,FALSE,TRUE,0.105592415,0,0,0,0,0,0,fake,ColumbianChemicals
237,28,0.11814346,0,FALSE,FALSE,69,TRUE,TRUE,TRUE,0,0,1402295333,FALSE,TRUE,0.16569173,0,0,0,0,0,0,fake,ColumbianChemicals
192,18,0.09375,0,FALSE,FALSE,85,TRUE,TRUE,FALSE,0,0,1404585204,FALSE,TRUE,0.21798627,0,0,0,0,0,0,fake,ColumbianChemicals
211,73,0.34597155,0,FALSE,FALSE,69,TRUE,TRUE,TRUE,0,0,1381319731,FALSE,TRUE,0.10467089,0,0,0,0,0,0,fake,ColumbianChemicals
192,18,0.09375,0,FALSE,FALSE,84,TRUE,TRUE,FALSE,0,0,1404585204,FALSE,TRUE,0.21542174,0,0,0,0,0,0,fake,ColumbianChemicals
286,118,0.4125874,0,FALSE,FALSE,251,TRUE,TRUE,TRUE,0,0,1381944442,FALSE,TRUE,0.38498196,0,0,0,0,0,0,fake,ColumbianChemicals
176,27,0.1534091,0,FALSE,FALSE,91,TRUE,TRUE,FALSE,0,0,1402090820,FALSE,TRUE,0.217286,0,0,0,0,0,0,fake,ColumbianChemicals
188,17,0.09042553,0,FALSE,FALSE,83,TRUE,TRUE,TRUE,0,0,1401202382,FALSE,TRUE,0.19343454,0,0,0,0,0,0,fake,ColumbianChemicals
314,110,0.35031846,0,FALSE,FALSE,99,TRUE,TRUE,TRUE,0,0,1387826353,FALSE,TRUE,0.16954935,0,0,0,0,0,0,fake,ColumbianChemicals
270,94,0.34814814,0,FALSE,FALSE,79,TRUE,TRUE,TRUE,0,0,1383990508,FALSE,FALSE,0.12573668,0,0,0,0,0,0,fake,ColumbianChemicals
209,108,0.5167464,0,FALSE,FALSE,54,TRUE,TRUE,TRUE,0,0,1387646772,FALSE,FALSE,0.092153445,0,0,0,0,0,0,fake,ColumbianChemicals
255,35,0.13725491,0,FALSE,FALSE,92,TRUE,TRUE,TRUE,0,0,1399737808,FALSE,TRUE,0.2062611,0,0,0,0,0,0,fake,ColumbianChemicals
223,71,0.31838566,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1384474622,FALSE,TRUE,0.11402071,0,0,0,0,0,0,fake,ColumbianChemicals
289,61,0.21107267,0,FALSE,FALSE,127,TRUE,TRUE,TRUE,0,0,1409234565,FALSE,TRUE,0.37784076,0,0,0,0,0,0,fake,ColumbianChemicals
218,78,0.35779816,0,FALSE,FALSE,71,TRUE,TRUE,TRUE,0,0,1387080561,FALSE,FALSE,0.11982465,0,0,0,0,0,0,fake,ColumbianChemicals
205,6,0.029268293,0,FALSE,FALSE,86,TRUE,TRUE,TRUE,0,0,1408333178,FALSE,TRUE,0.24815822,0,0,0,0,0,0,fake,ColumbianChemicals
185,60,0.3243243,0,FALSE,FALSE,66,TRUE,TRUE,TRUE,0,0,1377809265,FALSE,TRUE,0.09430739,0,0,0,0,0,0,fake,ColumbianChemicals
208,94,0.45192307,0,FALSE,FALSE,85,TRUE,TRUE,TRUE,0,0,1387592174,FALSE,TRUE,0.14490011,0,0,0,0,0,0,fake,ColumbianChemicals
213,5,0.02347418,0,FALSE,FALSE,56,TRUE,TRUE,TRUE,0,0,1401466555,FALSE,FALSE,0.13144681,0,0,0,0,0,0,fake,ColumbianChemicals
213,5,0.02347418,0,FALSE,FALSE,87,TRUE,TRUE,TRUE,0,0,1401466555,FALSE,FALSE,0.20421204,0,0,0,0,0,0,fake,ColumbianChemicals
202,8,0.03960396,0,FALSE,FALSE,70,TRUE,TRUE,TRUE,0,0,1403495854,FALSE,FALSE,0.17389552,0,0,0,0,0,0,fake,ColumbianChemicals
300,33,0.11,0,FALSE,FALSE,53,TRUE,TRUE,TRUE,0,0,1401429975,FALSE,TRUE,0.12428154,0,0,0,0,0,0,fake,ColumbianChemicals
302,119,0.39403972,0,FALSE,FALSE,89,TRUE,TRUE,TRUE,0,0,1387349619,FALSE,TRUE,0.15099636,0,0,0,0,0,0,fake,ColumbianChemicals
271,32,0.11808118,0,FALSE,FALSE,120,TRUE,TRUE,TRUE,0,0,1403204373,FALSE,TRUE,0.29562908,0,0,0,0,0,0,fake,ColumbianChemicals
221,89,0.40271494,0,FALSE,FALSE,121,TRUE,TRUE,TRUE,0,0,1375692498,FALSE,TRUE,0.16704896,0,0,0,0,0,0,fake,ColumbianChemicals
253,103,0.40711462,0,FALSE,FALSE,87,TRUE,TRUE,TRUE,0,0,1388421300,FALSE,TRUE,0.15077612,0,0,0,0,0,0,fake,ColumbianChemicals
244,130,0.5327869,0,FALSE,FALSE,78,TRUE,TRUE,TRUE,0,0,1375701287,FALSE,TRUE,0.10769959,0,0,0,0,0,0,fake,ColumbianChemicals
271,32,0.11808118,0,FALSE,FALSE,135,TRUE,TRUE,TRUE,0,0,1403204373,FALSE,TRUE,0.33258277,0,0,0,0,0,0,fake,ColumbianChemicals
279,159,0.56989247,0,FALSE,FALSE,101,TRUE,FALSE,FALSE,0,0,1377641506,FALSE,TRUE,0.14391965,0,0,0,0,0,0,fake,ColumbianChemicals
314,110,0.35031846,0,FALSE,FALSE,91,TRUE,TRUE,TRUE,0,0,1387826353,FALSE,TRUE,0.15584853,0,0,0,0,0,0,fake,ColumbianChemicals
339,133,0.39233038,0,FALSE,FALSE,81,TRUE,TRUE,TRUE,0,0,1387810008,FALSE,TRUE,0.13867739,0,0,0,0,0,0,fake,ColumbianChemicals
219,73,0.33333334,0,FALSE,FALSE,69,TRUE,TRUE,TRUE,0,0,1388012069,FALSE,TRUE,0.1186075,0,0,0,0,0,0,fake,ColumbianChemicals
