tweetTextLen,numItemWords,questionSymbol,exclamSymbol,externLinkPresent,numberNouns,happyEmo,sadEmo,containFirstPron,containSecPron,containThirdPron,numUpperCase,positiveWords,negativeWords,numMentions,numHashtags,numUrls,rtCount,slangWords,colonSymbol,pleasePresent,WotValue,numQuesSymbol,numExclamSymbol,readabilityValue,Indegree,Harmonic,AlexaCountry,AlexaDelta,AlexaPopularity,AlexaReach,class,event
116,15,TRUE,FALSE,FALSE,4,FALSE,FALSE,TRUE,FALSE,TRUE,2,3,1,0,3,1,0,0,FALSE,FALSE,0,1,0,88.905,0,0,0,0,0,0,fake,sandy
66,9,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,2,0,3,1,0,0,FALSE,FALSE,0,0,0,87.945,0,0,0,0,0,0,fake,sandy
85,12,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,1,1,1,1,1,0,FALSE,FALSE,0,0,0,95.688,0,0,0,0,0,0,fake,sandy
96,12,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,3,1,1,1,1,TRUE,FALSE,0,0,0,94.3,0,0,0,0,0,0,fake,sandy
119,17,TRUE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,2,1,1,1,0,5,TRUE,FALSE,0,1,1,92.965,0,0,0,0,0,0,fake,sandy
116,19,TRUE,TRUE,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,6,0,0,1,0,1,0,1,TRUE,FALSE,0,2,2,103.7,0,0,0,0,0,0,fake,sandy
55,6,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,2,1,0,0,FALSE,FALSE,0,0,0,97.025,0,0,0,0,0,0,fake,sandy
92,10,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,2,2,2,1,1,0,TRUE,FALSE,0,0,0,70.34,0,0,0,0,0,0,fake,sandy
66,7,TRUE,TRUE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,0,2,1,0,0,FALSE,FALSE,0,3,5,102.778,0,0,0,0,0,0,fake,sandy
51,5,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,2,1,0,0,FALSE,FALSE,0,0,2,90.99,0,0,0,0,0,0,fake,sandy
128,17,TRUE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,1,1,1,1,0,2,TRUE,FALSE,0,6,1,87.284,0,0,0,0,0,0,fake,sandy
136,21,FALSE,TRUE,FALSE,11,FALSE,FALSE,FALSE,FALSE,FALSE,9,0,2,2,0,1,0,1,TRUE,FALSE,0,0,1,81.424,0,0,0,0,0,0,fake,sandy
84,10,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,1,1,1,1,2,FALSE,FALSE,0,0,0,103.625,0,0,0,0,0,0,fake,sandy
128,17,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,0,0,3,1,0,0,FALSE,FALSE,0,0,0,56.978,0,0,0,0,0,0,fake,sandy
139,17,TRUE,TRUE,FALSE,8,FALSE,FALSE,FALSE,FALSE,FALSE,8,0,2,2,1,1,0,0,TRUE,FALSE,0,1,2,78.873,0,0,0,0,0,0,fake,sandy
80,9,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,2,2,1,1,0,0,TRUE,FALSE,0,0,0,82.39,0,0,0,0,0,0,fake,sandy
136,17,TRUE,TRUE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,6,0,1,2,3,1,0,4,TRUE,FALSE,0,4,7,116.145,0,0,0,0,0,0,fake,sandy
117,15,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,2,3,0,1,4,1,1,1,FALSE,FALSE,0,0,0,81.855,0,0,0,0,0,0,fake,sandy
118,15,FALSE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,7,0,0,1,1,1,0,0,TRUE,FALSE,0,0,2,70.084,0,0,0,0,0,0,fake,sandy
127,17,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,1,1,2,1,0,1,TRUE,FALSE,0,0,0,90.09,0,0,0,0,0,0,fake,sandy
144,20,TRUE,TRUE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,10,1,1,2,1,1,0,4,TRUE,FALSE,0,1,3,116.483,0,0,0,0,0,0,fake,sandy
95,17,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,2,0,2,1,0,0,FALSE,FALSE,0,0,0,89.896,0,0,0,0,0,0,fake,sandy
80,5,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,1,1,0,0,FALSE,FALSE,0,0,0,62.79,0,0,0,0,0,0,fake,sandy
135,18,TRUE,TRUE,FALSE,9,FALSE,FALSE,FALSE,FALSE,FALSE,12,0,3,2,0,1,0,0,TRUE,FALSE,0,1,1,84.9,0,0,0,0,0,0,fake,sandy
118,21,FALSE,TRUE,TRUE,4,FALSE,FALSE,FALSE,TRUE,FALSE,2,1,1,0,2,1,0,5,FALSE,FALSE,69,0,2,112.593,302389,302389,302389,302389,302389,302389,fake,sandy
103,14,TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,1,0,1,2,1,0,0,FALSE,FALSE,0,1,0,64.925,0,0,0,0,0,0,fake,sandy
129,12,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,9,1,0,0,FALSE,FALSE,0,0,3,119.19,0,0,0,0,0,0,fake,sandy
108,13,TRUE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,3,0,0,1,1,1,0,2,TRUE,FALSE,0,1,0,80.306,0,0,0,0,0,0,fake,sandy
130,16,FALSE,TRUE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,1,3,1,0,3,1,0,0,FALSE,FALSE,0,0,2,76.591,0,0,0,0,0,0,fake,sandy
49,5,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,2,1,0,0,FALSE,FALSE,0,0,0,62.79,0,0,0,0,0,0,fake,sandy
56,7,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,0,0,1,1,0,1,FALSE,FALSE,0,0,0,102.045,0,0,0,0,0,0,fake,sandy
89,13,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,37,0,1,0,1,1,0,3,FALSE,FALSE,0,0,0,95.955,0,0,0,0,0,0,fake,sandy
91,11,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,1,1,1,0,2,TRUE,FALSE,0,0,2,92.965,0,0,0,0,0,0,fake,sandy
57,6,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,2,1,0,0,FALSE,FALSE,0,0,0,75.875,0,0,0,0,0,0,fake,sandy
78,9,FALSE,TRUE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,2,0,1,1,2,1,3,1,TRUE,FALSE,0,0,2,90.959,0,0,0,0,0,0,fake,sandy
96,11,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,1,1,1,1,0,FALSE,FALSE,0,0,0,52.865,0,0,0,0,0,0,fake,sandy
89,11,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0,1,3,1,1,0,FALSE,FALSE,0,0,0,61.24,0,0,0,0,0,0,fake,sandy
96,12,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,1,2,1,1,0,1,TRUE,FALSE,0,0,0,94.3,0,0,0,0,0,0,fake,sandy
43,4,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,0,1,1,0,0,FALSE,FALSE,0,1,0,119.19,0,0,0,0,0,0,fake,sandy
52,6,TRUE,TRUE,FALSE,0,FALSE,FALSE,0,0,0,2,0,0,1,2,1,0,0,FALSE,FALSE,0,1,2,0,0,0,0,0,0,0,fake,sandy
66,7,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0,1,1,1,0,0,TRUE,FALSE,0,2,0,117.16,0,0,0,0,0,0,fake,sandy
80,8,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,3,1,0,0,FALSE,FALSE,0,0,0,49.48,0,0,0,0,0,0,fake,sandy
129,16,FALSE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,4,0,2,0,2,1,0,0,FALSE,FALSE,0,0,3,78.873,0,0,0,0,0,0,fake,sandy
96,13,FALSE,TRUE,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,2,1,1,0,4,1,0,0,FALSE,FALSE,0,0,2,84.9,0,0,0,0,0,0,fake,sandy
72,6,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,1,1,1,0,0,TRUE,FALSE,0,0,0,75.875,0,0,0,0,0,0,fake,sandy
108,12,TRUE,TRUE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,0,2,2,1,1,2,TRUE,FALSE,0,2,1,80.068,0,0,0,0,0,0,fake,sandy
115,16,FALSE,FALSE,FALSE,5,FALSE,TRUE,FALSE,FALSE,FALSE,5,0,1,1,3,1,0,1,TRUE,FALSE,0,0,0,67.755,0,0,0,0,0,0,fake,sandy
129,21,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,TRUE,FALSE,4,0,2,0,4,1,0,4,FALSE,FALSE,0,0,0,74.27,0,0,0,0,0,0,fake,sandy
102,10,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,2,0,1,7,1,0,0,FALSE,FALSE,0,0,0,90.99,0,0,0,0,0,0,fake,sandy
102,12,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,3,1,1,1,6,1,0,0,FALSE,FALSE,0,0,2,87.945,0,0,0,0,0,0,fake,sandy
133,17,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,8,1,0,2,1,1,0,0,TRUE,FALSE,0,0,0,71.768,0,0,0,0,0,0,fake,sandy
90,8,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,2,1,0,3,TRUE,FALSE,0,1,0,117.16,0,0,0,0,0,0,fake,sandy
121,15,TRUE,TRUE,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,2,2,0,2,1,1,0,3,TRUE,FALSE,0,3,3,88.905,0,0,0,0,0,0,fake,sandy
139,19,TRUE,TRUE,FALSE,7,FALSE,FALSE,FALSE,FALSE,FALSE,6,1,2,2,1,1,0,1,TRUE,FALSE,0,1,1,74.27,0,0,0,0,0,0,fake,sandy
98,15,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,5,0,2,0,1,1,0,6,FALSE,FALSE,0,0,1,97.703,0,0,0,0,0,0,fake,sandy
83,8,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,2,1,0,0,TRUE,FALSE,0,1,0,100.24,0,0,0,0,0,0,fake,sandy
74,12,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,FALSE,TRUE,2,1,0,0,1,1,0,2,FALSE,FALSE,0,0,0,111.07,0,0,0,0,0,0,fake,sandy
98,13,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,25,1,0,2,1,1,4,2,TRUE,FALSE,0,0,1,100.24,0,0,0,0,0,0,fake,sandy
136,19,FALSE,FALSE,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,0,1,3,1,0,4,TRUE,FALSE,0,0,0,78.81,0,0,0,0,0,0,fake,sandy
93,10,FALSE,TRUE,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,6,1,0,0,FALSE,FALSE,0,0,3,97.025,0,0,0,0,0,0,fake,sandy
